exp_name,agent_type,backend_model,root_cause_category,root_cause_name,net_env,scenario_topo_size,session_id,in_tokens,out_tokens,steps,tool_calls,tool_errors,time_taken,llm_judge_relevance_score,llm_judge_correctness_score,llm_judge_efficiency_score,llm_judge_clarity_score,llm_judge_final_outcome_score,llm_judge_overall_score,detection_score,localization_accuracy,localization_precision,localization_recall,localization_f1,rca_accuracy,rca_precision,rca_recall,rca_f1,experience_added_count,experience_pool_total_count
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_missing_ip,sdn_clos,m,0204170939,8763,570,2,1,0,124.49,4,3,4,3,2,3,1.0,1.0,0.5,1.0,0.6667,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,receiver_resource_contention,dc_clos_service,s,0204171217,8984,502,3,4,1,81.0,2,2,2,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,southbound_port_mismatch,sdn_clos,s,0204171455,499,2204,1,0,0,37.35,2,2,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,frr_service_down,dc_clos_service,s,0204171610,6082,507,2,1,0,58.89,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_ip_conflict,simple_bgp,-,0204171748,13828,1035,4,9,0,71.4,4,4,3,4,5,4,1.0,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,icmp_acl_block,ospf_enterprise_dhcp,m,0204172035,11466,626,2,1,0,76.32,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,dns_service_down,dc_clos_service,m,0204172226,9652,401,2,1,0,47.94,2,2,1,3,1,1,1.0,1.0,0.2,1.0,0.3333,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,sdn_clos,s,0204172359,499,1610,1,0,0,35.5,2,3,2,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_fragmentation_disabled,simple_bgp,-,0204172503,14850,1945,4,9,0,87.94,3,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,incast_traffic_network_limitation,ospf_enterprise_dhcp,m,0204172811,11445,672,2,1,0,84.26,2,2,3,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,s,0204173153,9547,546,3,7,1,63.38,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,bgp_acl_block,dc_clos_service,m,0204173338,9668,406,2,1,0,59.03,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_ip,sdn_star,m,0204173514,7098,503,2,1,0,62.13,4,3,3,4,1,3,1.0,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,link_high_packet_corruption,sdn_clos,s,0204173650,499,2204,1,0,0,37.34,2,2,3,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,link_bandwidth_throttling,sdn_star,m,0204173803,7098,453,2,1,0,55.83,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,ospf_enterprise_dhcp,s,0204174110,7548,738,2,1,0,62.94,3,3,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,sdn_controller_crash,sdn_star,m,0204174251,6942,520,2,1,0,60.75,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,dc_clos_service,s,0204174421,6081,483,2,1,0,60.01,2,2,1,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,sdn_controller_crash,sdn_clos,m,0204174554,8730,509,2,1,0,64.94,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,simple_bgp,-,0204174730,17063,990,5,11,0,75.91,3,2,3,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_detach,sdn_clos,s,0204174919,499,2405,1,0,0,36.59,2,2,2,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,dc_clos_service,m,0204175027,9644,477,2,1,0,66.65,2,1,1,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_crash,dc_clos_service,s,0204175212,9163,468,3,4,1,47.06,4,3,3,4,4,4,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,flow_rule_loop,sdn_star,m,0204175338,705,1783,1,0,0,49.61,5,4,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,m,0204175601,11466,763,2,1,0,51.06,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_missing_ip,sdn_star,m,0204175737,7092,582,2,1,0,48.79,5,5,4,4,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,flow_rule_shadowing,sdn_star,m,0204175908,7020,619,2,1,0,46.8,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,s,0204180137,7639,662,2,1,0,113.66,3,3,2,4,1,2,1.0,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,bgp_missing_route_advertisement,dc_clos_service,m,0204180402,9668,690,2,1,0,61.65,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,link_high_packet_corruption,simple_bgp,-,0204180545,17380,956,5,9,0,136.3,3,3,3,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,mac_address_conflict,sdn_clos,s,0204180839,499,2204,1,0,0,33.02,2,2,2,4,1,2,1.0,1.0,0.6667,1.0,0.8,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_missing_ip,dc_clos_service,s,0204180958,6063,582,2,1,0,55.32,2,2,2,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_under_attack,arp_cache_poisoning,ospf_enterprise_dhcp,s,0204181233,7632,613,2,1,0,63.33,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,sender_application_delay,dc_clos_service,s,0204181411,6079,497,2,1,0,58.29,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,southbound_port_mismatch,sdn_clos,m,0204181545,8730,521,2,1,0,58.71,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,arp_acl_block,sdn_star,s,0204181720,6024,675,2,1,0,59.92,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,icmp_acl_block,sdn_star,s,0204181857,6050,622,2,1,0,55.65,2,2,2,3,1,2,1.0,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_crash,sdn_star,m,0204182028,10210,853,3,8,2,63.0,2,2,2,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,icmp_acl_block,simple_bgp,-,0204182203,20287,1069,6,11,0,123.52,3,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,dns_port_blocked,ospf_enterprise_dhcp,m,0204182551,11466,693,2,1,0,79.31,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,s,0204182848,7638,742,2,1,0,68.26,3,3,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,sdn_controller_crash,sdn_clos,s,0204183033,499,2222,1,0,0,37.96,2,2,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_ip,sdn_clos,m,0204183148,8814,539,2,1,0,46.42,4,3,4,4,2,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_dns,dc_clos_service,m,0204183309,9668,669,2,1,0,78.61,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,dns_port_blocked,dc_clos_service,m,0204183502,9652,534,2,1,0,56.27,2,2,1,3,1,1,1.0,1.0,0.1,1.0,0.1818,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_detach,dc_clos_service,s,0204183632,6076,459,2,1,0,61.2,2,2,1,2,1,1,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_flap,sdn_clos,m,0204183805,8808,755,2,1,0,67.47,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_detach,ospf_enterprise_dhcp,s,0204184050,7548,654,2,1,0,53.61,3,3,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_down,dc_clos_service,s,0204184219,6082,649,2,1,0,58.95,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,flow_rule_loop,sdn_clos,m,0204184354,8756,670,2,1,0,75.79,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,link_high_packet_corruption,sdn_star,s,0204184548,6050,655,2,1,0,64.43,3,3,2,4,1,2,1.0,1.0,0.5,1.0,0.6667,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,network_node_error,flow_rule_loop,sdn_clos,s,0204184725,499,2204,1,0,0,32.85,2,2,2,4,1,2,1.0,1.0,0.6667,1.0,0.8,1.0,0.5,1.0,0.6667,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_fragmentation_disabled,sdn_clos,m,0204184837,8756,558,2,1,0,63.2,2,2,2,3,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_crash,sdn_clos,s,0204185020,499,2248,1,0,0,36.12,1,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,ospf_acl_block,ospf_enterprise_dhcp,m,0204185243,11424,599,2,1,0,50.03,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,dns_service_down,ospf_enterprise_dhcp,s,0204185509,7534,813,2,1,0,58.81,2,3,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_down,sdn_star,s,0204185646,6024,604,2,1,0,61.74,3,3,2,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_incorrect_ip,dc_clos_service,s,0204185817,6081,559,2,1,0,62.41,2,2,2,3,1,2,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_down,simple_bgp,-,0204185950,17021,1079,5,11,0,97.23,4,3,3,4,2,3,1.0,1.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,misconfiguration,arp_acl_block,sdn_star,m,0204190204,7098,539,2,1,0,54.56,3,3,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,end_host_failure,host_crash,sdn_clos,m,0204190336,10368,862,3,11,1,77.62,3,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,receiver_resource_contention,dc_clos_service,m,0204190533,29147,903,6,13,1,141.33,2,2,2,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,link_failure,link_fragmentation_disabled,ospf_enterprise_dhcp,m,0204190942,11361,523,2,1,0,49.92,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
wo_mem_20260204151736_47633,react,gpt-oss-120b,resource_contention,link_high_packet_corruption,dc_clos_service,m,0204191119,9668,572,2,1,0,80.11,2,2,1,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
